DTXSID,PREFERRED NAME,CASRN,INCHIKEY,IUPAC NAME,SMILES,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,# of SOURCES,# OF PUBMED ARTICLES,PUBCHEM DATA SOURCES,CPDAT COUNT,QC Level,# ToxCast Active,% ToxCast Active,Total Assays
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3074739,"2,13-Octadecadien-1-ol, 1-acetate, (2Z,13Z)-",86252-65-5,NWRSOYAGXTXEMK-UHFFFAOYSA-N,"Octadeca-2,13-dien-1-yl acetate",CCCCC=CCCCCCCCCCC=CCOC(C)=O,"InChI=1S/C20H36O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22-20(2)21/h6-7,17-18H,3-5,8-16,19H2,1-2H3",C20H36O2,308.506,308.271530,16,,12,,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30894954,"Pyridine, 4-​ethenyl-​, polymer with α-​(2-​methyl-​1-​oxo-​2-​propen-​1-​yl)​-​ω-​methoxypoly(oxy-​1,​2-​ethanediyl)​, compd. with 1-​bromohexane",1471991-40-8,,,,,,, ,4,,,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9020407,Diazinon,333-41-5,FHIVAFMUCKRCQO-UHFFFAOYSA-N,"O,O-Diethyl O-[6-methyl-2-(propan-2-yl)pyrimidin-4-yl] phosphorothioate",CCOP(=S)(OCC)OC1=NC(=NC(C)=C1)C(C)C,"InChI=1S/C12H21N2O3PS/c1-6-15-18(19,16-7-2)17-11-8-10(5)13-12(14-11)9(3)4/h8-9H,6-7H2,1-5H3",C12H21N2O3PS,304.34,304.101051,282,890,146,76,1,100/1039,10.0,1039
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5035242,Copper(I) chloride,7758-89-6,OXBLHERUFWYNTN-UHFFFAOYSA-M,Copper(1+) chloride,[Cl-].[Cu+],InChI=1S/ClH.Cu/h1H;/q;+1/p-1,ClCu,99.0,97.898451,86,125,23,17,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20896801,Dodecyl dimethyl trichlorobenzyl ammonium chloride,53466-90-3,,,,,,, ,9,,,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8041377,"2,6-Dinitro-4-octylphenyl crotonate",49794-91-4,SPFTUJJHNQXNEY-UHFFFAOYSA-N,"2,6-Dinitro-4-octylphenyl but-2-enoate",CCCCCCCCC1=CC(=C(OC(=O)C=CC)C(=C1)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C18H24N2O6/c1-3-5-6-7-8-9-11-14-12-15(19(22)23)18(16(13-14)20(24)25)26-17(21)10-4-2/h4,10,12-13H,3,5-9,11H2,1-2H3",C18H24N2O6,364.398,364.163437,11,,3,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3034872,Chloridazon,1698-60-8,WYKYKTKDBLFHCY-UHFFFAOYSA-N,5-Amino-4-chloro-2-phenylpyridazin-3(2H)-one,NC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1,"InChI=1S/C10H8ClN3O/c11-9-8(12)6-13-14(10(9)15)7-4-2-1-3-5-7/h1-6H,12H2",C10H8ClN3O,221.64,221.035590,174,43,120,,1,24/952,3.0,952
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6061151,"Acetic acid, mercapto-, calcium salt (2:1)",814-71-1,CNYFJCCVJNARLE-UHFFFAOYSA-L,Calcium bis(sulfanylacetate),[Ca++].[O-]C(=O)CS.[O-]C(=O)CS,"InChI=1S/2C2H4O2S.Ca/c2*3-2(4)1-5;/h2*5H,1H2,(H,3,4);/q;;+2/p-2",C4H6CaO4S2,222.29,221.933342,47,395,36,10,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8042260,Penconazole,66246-88-6,WKBPZYKAUNRMKP-UHFFFAOYSA-N,"1-[2-(2,4-Dichlorophenyl)pentyl]-1H-1,2,4-triazole",CCCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,"InChI=1S/C13H15Cl2N3/c1-2-3-10(7-18-9-16-8-17-18)12-5-4-11(14)6-13(12)15/h4-6,8-10H,2-3,7H2,1H3",C13H15Cl2N3,284.18,283.064303,124,40,74,,1,71/238,30.0,238
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8041951,Ethyl bromophenylacetate,2882-19-1,BKTKLDMYHTUESO-UHFFFAOYSA-N,Ethyl bromo(phenyl)acetate,CCOC(=O)C(Br)C1=CC=CC=C1,"InChI=1S/C10H11BrO2/c1-2-13-10(12)9(11)8-6-4-3-5-7-8/h3-7,9H,2H2,1H3",C10H11BrO2,243.1,241.994243,45,,94,,1,1/235,0.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041683,Bromofos,2104-96-3,NYQDCVLCJXRDSK-UHFFFAOYSA-N,"O-(4-Bromo-2,5-dichlorophenyl) O,O-dimethyl phosphorothioate",COP(=S)(OC)OC1=C(Cl)C=C(Br)C(Cl)=C1,"InChI=1S/C8H8BrCl2O3PS/c1-12-15(16,13-2)14-8-4-6(10)5(9)3-7(8)11/h3-4H,1-2H3",C8H8BrCl2O3PS,365.99,363.849221,126,24,64,,1,44/243,18.0,243
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50894815,Broflanilide,1207727-04-5,QSLZKWPYTWEWHC-UHFFFAOYSA-N,"3-[Benzoyl(methyl)amino]-N-[2-bromo-4-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)-6-(trifluoromethyl)phenyl]-2-fluorobenzamide",CN(C(=O)C1=CC=CC=C1)C1=CC=CC(C(=O)NC2=C(C=C(C=C2Br)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)=C1F,"InChI=1S/C25H14BrF11N2O2/c1-39(21(41)12-6-3-2-4-7-12)17-9-5-8-14(18(17)27)20(40)38-19-15(23(29,30)31)10-13(11-16(19)26)22(28,24(32,33)34)25(35,36)37/h2-11H,1H3,(H,38,40)",C25H14BrF11N2O2,663.285,662.006300,15,,15,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70109115,Copper oxide sulfate (Cu3O2(SO4)),12158-97-3,ZXSCOCNQDVTDFI-UHFFFAOYSA-L,,[O--].[O--].[Cu++].[Cu++].[Cu++].[O-]S([O-])(=O)=O,"InChI=1S/3Cu.H2O4S.2O/c;;;1-5(2,3)4;;/h;;;(H2,1,2,3,4);;/q3*+2;;2*-2/p-2",Cu3O6S,318.69,316.730353,10,,,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4021553,Decanal,112-31-2,KSMVZQYAVGTKIV-UHFFFAOYSA-N,Decanal,CCCCCCCCCC=O,"InChI=1S/C10H20O/c1-2-3-4-5-6-7-8-9-10-11/h10H,2-9H2,1H3",C10H20O,156.269,156.151415,206,45,133,89,1,29/641,5.0,641
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9021392,Triethanolamine,102-71-6,GSEJCLTVZPLZKY-UHFFFAOYSA-N,"2,2',2''-Nitrilotri(ethan-1-ol)",OCCN(CCO)CCO,"InChI=1S/C6H15NO3/c8-4-1-7(2-5-9)3-6-10/h8-10H,1-6H2",C6H15NO3,149.19,149.105193,292,242,356,1646,1,13/854,2.0,854
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2041836,Delachlor,24353-58-0,BIQOEDQVNIYWPQ-UHFFFAOYSA-N,"2-Chloro-N-(2,6-dimethylphenyl)-N-[(2-methylpropoxy)methyl]acetamide",CC(C)COCN(C(=O)CCl)C1=C(C)C=CC=C1C,"InChI=1S/C15H22ClNO2/c1-11(2)9-19-10-17(14(18)8-16)15-12(3)6-5-7-13(15)4/h5-7,11H,8-10H2,1-4H3",C15H22ClNO2,283.8,283.133907,37,,30,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7026029,Sodium dehydroacetate,4418-26-2,DSOWAKKSGYUMTF-GZOLSCHFSA-M,"Sodium (1E)-1-(6-methyl-2,4-dioxo-2H-pyran-3(4H)-ylidene)ethan-1-olate",[Na+].C\C([O-])=C1/C(=O)OC(C)=CC1=O,"InChI=1S/C8H8O4.Na/c1-4-3-6(10)7(5(2)9)8(11)12-4;/h3,9H,1-2H3;/q;+1/p-1/b7-5+;",C8H7NaO4,190.13,190.024203,116,71,15,5,2,25/848,3.0,848
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6020301,Chlorodifluoromethane,75-45-6,VOPWNXZWBYDODV-UHFFFAOYSA-N,Chloro(difluoro)methane,FC(F)Cl,InChI=1S/CHClF2/c2-1(3)4/h1H,CHClF2,86.47,85.973484,165,63,64,623,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2042197,N-Butylacetanilide,91-49-6,ZWDZJRRQSXLOQR-UHFFFAOYSA-N,N-Butyl-N-phenylacetamide,CCCCN(C(C)=O)C1=CC=CC=C1,"InChI=1S/C12H17NO/c1-3-4-10-13(11(2)14)12-8-6-5-7-9-12/h5-9H,3-4,10H2,1-2H3",C12H17NO,191.274,191.131014,65,1,64,1,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20107848,"Mercury, hydroxy(3-hydroxy-2-methyl-6-nitrophenol)-, sodium salt",53404-55-0,,,,,,, ,9,,,,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1024174,Tribufos,78-48-8,ZOKXUAHZSKEQSS-UHFFFAOYSA-N,"S,S,S-Tributyl phosphorotrithioate",CCCCSP(=O)(SCCCC)SCCCC,"InChI=1S/C12H27OPS3/c1-4-7-10-15-14(13,16-11-8-5-2)17-12-9-6-3/h4-12H2,1-3H3",C12H27OPS3,314.5,314.096166,173,73,84,2,1,201/990,20.0,990
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8044175,Clove leaf oil,8000-34-8,,,,,,, ,111,120,,49,1,82/926,9.0,926
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9058315,Cartap hydrochloride,15263-52-2,MSHXTAQSSIEBQS-UHFFFAOYSA-N,"S,S'-[2-(Dimethylamino)propane-1,3-diyl] dicarbamothioate--hydrogen chloride (1/1)",Cl.CN(C)C(CSC(N)=O)CSC(N)=O,"InChI=1S/C7H15N3O2S2.ClH/c1-10(2)5(3-13-6(8)11)4-14-7(9)12;/h5H,3-4H2,1-2H3,(H2,8,11)(H2,9,12);1H",C7H16ClN3O2S2,273.79,273.037247,45,36,45,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040372,Epoxiconazole,133855-98-8,ZMYFCFLJBGAQRS-RXQGYGPJNA-N,"1-{[3-(2-Chlorophenyl)-2-(4-fluorophenyl)oxiran-2-yl]methyl}-1H-1,2,4-triazole",FC1=CC=C(C=C1)[C@@]1(CN2C=NC=N2)O[C@@H]1C1=C(Cl)C=CC=C1,"InChI=1/C17H13ClFN3O/c18-15-4-2-1-3-14(15)16-17(23-16,9-22-11-20-10-21-22)12-5-7-13(19)8-6-12/h1-8,10-11,16H,9H2/t16-,17-/s2",C17H13ClFN3O,329.76,329.073118,121,56,49,,1,82/481,17.0,481
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4029068,"Distillates, coal tar, heavy oils",90640-86-1,,,,,,, ,35,,,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1034844,Procyazine,32889-48-8,WUZNHSBFPPFULJ-UHFFFAOYSA-N,"2-{[4-Chloro-6-(cyclopropylamino)-1,3,5-triazin-2-yl]amino}-2-methylpropanenitrile",CC(C)(NC1=NC(Cl)=NC(NC2CC2)=N1)C#N,"InChI=1S/C10H13ClN6/c1-10(2,5-12)17-9-15-7(11)14-8(16-9)13-6-3-4-6/h6H,3-4H2,1-2H3,(H2,13,14,15,16,17)",C10H13ClN6,252.71,252.089022,61,,28,,1,4/235,2.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10897120,"Aminoethylethanolamine 2-cyclohexyl-4,6-dinitrophenolate",69632-97-9,JJRMLAKSOZWGGN-UHFFFAOYSA-N,"2-[(2-Aminoethyl)amino]ethan-1-ol--2-cyclohexyl-4,6-dinitrophenol (1/1)",NCCNCCO.OC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)C1CCCCC1,"InChI=1S/C12H14N2O5.C4H12N2O/c15-12-10(8-4-2-1-3-5-8)6-9(13(16)17)7-11(12)14(18)19;5-1-2-6-3-4-7/h6-8,15H,1-5H2;6-7H,1-5H2",C16H26N4O6,370.406,370.185235,12,,7,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80896928,2-[[6-(2-Chlorophenoxy)-5-fluoro-4-pyrimidinyl]oxy]-alpha-(methoxyimino)benzeneacetic acid,340168-32-3,DWYSXTSOQQMQQZ-UHFFFAOYSA-N,(2-{[6-(2-Chlorophenoxy)-5-fluoropyrimidin-4-yl]oxy}phenyl)(methoxyimino)acetic acid,CON=C(C(O)=O)C1=C(OC2=NC=NC(OC3=C(Cl)C=CC=C3)=C2F)C=CC=C1,"InChI=1S/C19H13ClFN3O5/c1-27-24-16(19(25)26)11-6-2-4-8-13(11)28-17-15(21)18(23-10-22-17)29-14-9-5-3-7-12(14)20/h2-10H,1H3,(H,25,26)",C19H13ClFN3O5,417.78,417.052776,5,,3,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20904112,"Carbonic acid, ammonium copper zirconium salt",74400-45-6,,,,,,, ,1,,,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID90862871,S-tert-Butyl dipropylcarbamothioate,2212-63-7,WKSJYRBSXVHDRV-UHFFFAOYSA-N,S-tert-Butyl dipropylcarbamothioate,CCCN(CCC)C(=O)SC(C)(C)C,"InChI=1S/C11H23NOS/c1-6-8-12(9-7-2)10(13)14-11(3,4)5/h6-9H2,1-5H3",C11H23NOS,217.37,217.150036,12,,8,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3040275,Methyl trithion,953-17-3,OUCCVXVYGFBXSV-UHFFFAOYSA-N,"S-{[(4-Chlorophenyl)sulfanyl]methyl} O,O-dimethyl phosphorodithioate",COP(=S)(OC)SCSC1=CC=C(Cl)C=C1,"InChI=1S/C9H12ClO2PS3/c1-11-13(14,12-2)16-7-15-9-5-3-8(10)4-6-9/h3-6H,7H2,1-2H3",C9H12ClO2PS3,314.8,313.942558,60,,31,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2034679,"2,4-D 2-ethyl-4-methylpentyl ester",53404-37-8,FWXSAXJNSVIOLZ-UHFFFAOYSA-N,"2-Ethyl-4-methylpentyl (2,4-dichlorophenoxy)acetate",CCC(COC(=O)COC1=C(Cl)C=C(Cl)C=C1)CC(C)C,"InChI=1S/C16H22Cl2O3/c1-4-12(7-11(2)3)9-21-16(19)10-20-15-6-5-13(17)8-14(15)18/h5-6,8,11-12H,4,7,9-10H2,1-3H3",C16H22Cl2O3,333.25,332.094600,29,,14,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9042120,Menazon,78-57-9,SUYHYHLFUHHVJQ-UHFFFAOYSA-N,"S-[(4,6-Diamino-1,3,5-triazin-2-yl)methyl] O,O-dimethyl phosphorodithioate",COP(=S)(OC)SCC1=NC(N)=NC(N)=N1,"InChI=1S/C6H12N5O2PS2/c1-12-14(15,13-2)16-3-4-9-5(7)11-6(8)10-4/h3H2,1-2H3,(H4,7,8,9,10,11)",C6H12N5O2PS2,281.29,281.017004,72,11,32,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10897362,"(3E,13Z)-Octadecadien-1-ol",66410-28-4,QBNCGBJHGBGHLS-IYUNJCAYSA-N,"(3E,13Z)-Octadeca-3,13-dien-1-ol",CCCC\C=C/CCCCCCCC\C=C\CCO,"InChI=1S/C18H34O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19/h5-6,15-16,19H,2-4,7-14,17-18H2,1H3/b6-5-,16-15+",C18H34O,266.469,266.260966,13,,22,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2021781,"Dibutyl 1,2-benzenedicarboxylate",84-74-2,DOIRQSBPFJWKBE-UHFFFAOYSA-N,"Dibutyl benzene-1,2-dicarboxylate",CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",C16H22O4,278.348,278.151809,366,831,189,787,1,110/1136,10.0,1136
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1042318,Potassium myristate,13429-27-1,PYJBVGYZXWPIKK-UHFFFAOYSA-M,Potassium tetradecanoate,[K+].CCCCCCCCCCCCCC([O-])=O,"InChI=1S/C14H28O2.K/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16;/h2-13H2,1H3,(H,15,16);/q;+1/p-1",C14H27KO2,266.466,266.164812,53,,29,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50895827,2-Hydroxybenzoic acid-4-chloroaniline (1:1),53404-66-3,VNLCRTZFQYNFOD-UHFFFAOYSA-N,2-Hydroxybenzoic acid--4-chloroaniline (1/1),NC1=CC=C(Cl)C=C1.OC(=O)C1=C(O)C=CC=C1,"InChI=1S/C7H6O3.C6H6ClN/c8-6-4-2-1-3-5(6)7(9)10;7-5-1-3-6(8)4-2-5/h1-4,8H,(H,9,10);1-4H,8H2",C13H12ClNO3,265.69,265.050571,12,,7,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1058008,Proquinazid,189278-12-4,FLVBXVXXXMLMOX-UHFFFAOYSA-N,6-Iodo-2-propoxy-3-propylquinazolin-4(3H)-one,CCCOC1=NC2=C(C=C(I)C=C2)C(=O)N1CCC,"InChI=1S/C14H17IN2O2/c1-3-7-17-13(18)11-9-10(15)5-6-12(11)16-14(17)19-8-4-2/h5-6,9H,3-4,7-8H2,1-2H3",C14H17IN2O2,372.206,372.033470,62,2,34,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80904719,"6-Hydroxy-3-methoxy-2-methylphenyl)(2,3,4-trimethoxy-6-methylphenyl)methanone",1101903-04-1,NTBBZXZQHCWYNM-UHFFFAOYSA-N,"(6-Hydroxy-3-methoxy-2-methylphenyl)(2,3,4-trimethoxy-6-methylphenyl)methanone",[H]OC1=C(C(=O)C2=C(C)C=C(OC)C(OC)=C2OC)C(C)=C(OC)C=C1,"InChI=1S/C19H22O6/c1-10-9-14(23-4)18(24-5)19(25-6)15(10)17(21)16-11(2)13(22-3)8-7-12(16)20/h7-9,20H,1-6H3",C19H22O6,346.379,346.141638,3,,1,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3034292,(Z)-6-Dodecen-1-ol acetate,16974-12-2,LMNJOGUUFQYRPE-FPLPWBNLSA-N,(6Z)-Dodec-6-en-1-yl acetate,CCCCC\C=C/CCCCCOC(C)=O,"InChI=1S/C14H26O2/c1-3-4-5-6-7-8-9-10-11-12-13-16-14(2)15/h7-8H,3-6,9-13H2,1-2H3/b8-7-",C14H26O2,226.36,226.193280,18,,20,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2034750,Mefluidide-potassium,83601-83-6,QTWDVSMYLOZQBZ-UHFFFAOYSA-N,"Potassium (5-acetamido-2,4-dimethylphenyl)(trifluoromethanesulfonyl)azanide",[K+].CC(=O)NC1=CC([N-]S(=O)(=O)C(F)(F)F)=C(C)C=C1C,"InChI=1S/C11H12F3N2O3S.K/c1-6-4-7(2)10(5-9(6)15-8(3)17)16-20(18,19)11(12,13)14;/h4-5H,1-3H3,(H,15,17);/q-1;+1",C11H12F3KN2O3S,348.38,348.015779,29,,9,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10872811,Flupyradifurone,951659-40-8,QOIYTRGFOFZNKF-UHFFFAOYSA-N,"4-{[(6-Chloropyridin-3-yl)methyl](2,2-difluoroethyl)amino}furan-2(5H)-one",FC(F)CN(CC1=CC=C(Cl)N=C1)C1=CC(=O)OC1,"InChI=1S/C12H11ClF2N2O2/c13-10-2-1-8(4-16-10)5-17(6-11(14)15)9-3-12(18)19-7-9/h1-4,11H,5-7H2",C12H11ClF2N2O2,288.68,288.047712,38,,25,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0034645,"Glycine, N-(phosphonomethyl)- potassium salt",39600-42-5,LIOPHZNMBKHGAV-UHFFFAOYSA-M,Potassium [(phosphonomethyl)amino]acetate,[K+].OP(O)(=O)CNCC([O-])=O,"InChI=1S/C3H8NO5P.K/c5-3(6)1-4-2-10(7,8)9;/h4H,1-2H2,(H,5,6)(H2,7,8,9);/q;+1/p-1",C3H7KNO5P,207.163,206.969891,26,,11,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7024827,Chlorpromazine hydrochloride,69-09-0,FBSMERQALIEGJT-UHFFFAOYSA-N,"3-(2-Chloro-10H-phenothiazin-10-yl)-N,N-dimethylpropan-1-amine--hydrogen chloride (1/1)",Cl.CN(C)CCCN1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,"InChI=1S/C17H19ClN2S.ClH/c1-19(2)10-5-11-20-14-6-3-4-7-16(14)21-17-9-8-13(18)12-15(17)20;/h3-4,6-9,12H,5,10-11H2,1-2H3;1H",C17H20Cl2N2S,355.32,354.072425,98,17028,145,9,1,414/996,42.0,996
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8041458,"3-(Hydroxymethyl)-1,2,3-benzotriazin-4(3H)-one",24310-40-5,UAFIMNGKLCAYCN-UHFFFAOYSA-N,"3-(Hydroxymethyl)-1,2,3-benzotriazin-4(3H)-one",OCN1N=NC2=C(C=CC=C2)C1=O,"InChI=1S/C8H7N3O2/c12-5-11-8(13)6-3-1-2-4-7(6)9-10-11/h1-4,12H,5H2",C8H7N3O2,177.163,177.053826,24,,43,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4042046,Hexylthiofos,41495-67-4,ZJOCMGQZWCTWNX-UHFFFAOYSA-N,"O-Cyclohexyl O,S-diethyl phosphorothioate",CCOP(=O)(OC1CCCCC1)SCC,"InChI=1S/C10H21O3PS/c1-3-12-14(11,15-4-2)13-10-8-6-5-7-9-10/h10H,3-9H2,1-2H3",C10H21O3PS,252.31,252.094903,27,,20,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40896863,Potassium tetrachlorophenate,53535-27-6,,,,,,, ,9,,,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0034483,Cupric triethanolamine,82027-59-6,HEUUEWZYZFBDIS-UHFFFAOYSA-N,"Copper(2+) 2,2'-[(2-hydroxyethyl)azanediyl]di(ethan-1-olate)",[Cu++].OCCN(CC[O-])CC[O-],"InChI=1S/C6H13NO3.Cu/c8-4-1-7(2-5-9)3-6-10;/h8H,1-6H2;/q-2;+2",C6H13CuNO3,210.72,210.019141,35,,17,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3058406,"Dicamba, monoethanolamine salt",53404-28-7,PYJWLFDSOCOIHD-UHFFFAOYSA-N,"3,6-Dichloro-2-methoxybenzoic acid--2-aminoethan-1-ol (1/1)",NCCO.COC1=C(Cl)C=CC(Cl)=C1C(O)=O,"InChI=1S/C8H6Cl2O3.C2H7NO/c1-13-7-5(10)3-2-4(9)6(7)8(11)12;3-1-2-4/h2-3H,1H3,(H,11,12);4H,1-3H2",C10H13Cl2NO4,282.12,281.022163,17,,15,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7042481,(Z)-Mevinphos,338-45-4,GEPDYQSQVLXLEU-WAYWQWQTSA-N,Methyl (2Z)-3-[(dimethoxyphosphoryl)oxy]but-2-enoate,COC(=O)\C=C(\C)OP(=O)(OC)OC,"InChI=1S/C7H13O6P/c1-6(5-7(8)10-2)13-14(9,11-3)12-4/h5H,1-4H3/b6-5-",C7H13O6P,224.149,224.044975,31,,34,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2027599,Ammonium thioglycolate,5421-46-5,ZZTCCAPMZLDHFM-UHFFFAOYSA-N,Ammonium sulfanylacetate,[NH4+].[O-]C(=O)CS,"InChI=1S/C2H4O2S.H3N/c3-2(4)1-5;/h5H,1H2,(H,3,4);1H3",C2H7NO2S,109.14,109.019750,96,395,60,9,1,36/235,15.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30893684,Dipotassium tetraiodomercurate,7783-33-7,OPCMAZHMYZRPID-UHFFFAOYSA-J,Dipotassium tetraiodidomercurate(2-),[K+].[K+].I[Hg--](I)(I)I,InChI=1S/Hg.4HI.2K/h;4*1H;;/q+2;;;;;2*+1/p-4,HgI4K2,786.4,787.515940,39,,35,2,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10904621,"Alkyl* triphenyl phosphonium cloride *(95%C12, 3%C14, 2%C10)",NOCAS_904621,,,,,,, ,1,,,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3041952,Ethyl 1-hydroxycyclohexanecarboxylate,1127-01-1,LVGBBZRMRVLEFH-UHFFFAOYSA-N,Ethyl 1-hydroxycyclohexane-1-carboxylate,CCOC(=O)C1(O)CCCCC1,"InChI=1S/C9H16O3/c1-2-12-8(10)9(11)6-4-3-5-7-9/h11H,2-7H2,1H3",C9H16O3,172.224,172.109944,20,,74,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2057946,Imazosulfuron,122548-33-8,NAGRVUXEKKZNHT-UHFFFAOYSA-N,"N-(2-Chloroimidazo[1,2-a]pyridine-3-sulfonyl)-N'-(4,6-dimethoxypyrimidin-2-yl)carbamimidic acid",COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=C(Cl)N=C3C=CC=CN23)=N1,"InChI=1S/C14H13ClN6O5S/c1-25-9-7-10(26-2)18-13(17-9)19-14(22)20-27(23,24)12-11(15)16-8-5-3-4-6-21(8)12/h3-7H,1-2H3,(H2,17,18,19,20,22)",C14H13ClN6O5S,412.81,412.035666,70,9,49,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60883417,"Carbonic acid, cadmium salt (1:1)",513-78-0,GKDXQAKPHKQZSC-UHFFFAOYSA-L,Cadmium carbonate,[Cd++].[O-]C([O-])=O,"InChI=1S/CH2O3.Cd/c2-1(3)4;/h(H2,2,3,4);/q;+2/p-2",CCdO3,172.422,173.888109,56,,68,2,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2034336,Ammonium soaps of fatty acids,84776-33-0,,,,,,, ,18,,,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50912306,"2,4-Dihydro-5-methoxy-2-methyl-4-[2-[[[(E)-[1-[3-(trifluoromethyl)phenyl]ethylidene]amino]oxy]methyl]phenyl]-3H-1,2,4-triazol-3-one",210230-99-2,ITBSXCCVPWUAHO-DHRITJCHSA-N,"5-Methoxy-2-methyl-4-[2-({[(E)-{1-[3-(trifluoromethyl)phenyl]ethylidene}amino]oxy}methyl)phenyl]-2,4-dihydro-3H-1,2,4-triazol-3-one",COC1=NN(C)C(=O)N1C1=CC=CC=C1CO\N=C(/C)C1=CC=CC(=C1)C(F)(F)F,"InChI=1S/C20H19F3N4O3/c1-13(14-8-6-9-16(11-14)20(21,22)23)25-30-12-15-7-4-5-10-17(15)27-18(29-3)24-26(2)19(27)28/h4-11H,12H2,1-3H3/b25-13+",C20H19F3N4O3,420.392,420.140925,9,,10,,1, ,,
